Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Africa Eastern and Southern,AFE,..,..,..,..,..,59.1548866588657,..,..,..,..,52.911433522748,..,..,..,49.0198435796198,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Africa Western and Central,AFW,..,..,..,..,..,65.1492323583742,..,..,..,..,61.8831660993608,..,..,..,59.5038196263206,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Arab World,ARB,..,..,..,..,..,24.1138600513385,..,..,..,..,19.7153918077943,..,..,..,18.818142806916,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Caribbean small states,CSS,..,..,..,..,..,12.5585531384107,..,..,..,..,11.5926265881526,..,..,..,10.8163825211863,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,3.3345773309974,..,..,..,..,3.91859328252736,..,..,..,4.64425613438535,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Early-demographic dividend,EAR,..,..,..,..,..,31.8939420598063,..,..,..,..,26.4539993028932,..,..,..,23.1919634499395,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,East Asia & Pacific,EAS,..,..,..,..,..,10.8585074241193,..,..,..,..,9.56658723634387,..,..,..,8.42032221655974,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,10.7821151140539,..,..,..,..,9.27827886693691,..,..,..,8.18824944112887,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,10.6954488079644,..,..,..,..,9.26087218242601,..,..,..,8.11781997321992,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Euro area,EMU,..,..,..,..,..,4.88594828336673,..,..,..,..,5.61378416220455,..,..,..,5.76726199691305,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Europe & Central Asia,ECS,..,..,..,..,..,5.00326067973887,..,..,..,..,5.29535544971704,..,..,..,5.29193331732098,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,5.01843592885192,..,..,..,..,4.78393520628132,..,..,..,4.48789815327096,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,4.90087244469903,..,..,..,..,4.7574884135451,..,..,..,4.59492249078317,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,European Union,EUU,..,..,..,..,..,4.52438370557022,..,..,..,..,5.24348918591084,..,..,..,5.55195008480708,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,54.2304376077192,..,..,..,..,50.7705115936805,..,..,..,48.1884432151067,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,56.6179014377514,..,..,..,..,53.5438780756289,..,..,..,49.3366537552231,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,High income,HIC,..,..,..,..,..,6.4674670922756,..,..,..,..,6.86290124006557,..,..,..,6.5831866972663,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,IDA & IBRD total,IBT,..,..,..,..,..,27.0223735346296,..,..,..,..,23.511326184061,..,..,..,21.0209723507562,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Late-demographic dividend,LTE,..,..,..,..,..,6.69275454486026,..,..,..,..,6.09126752263556,..,..,..,5.6390345005134,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,13.585031259087,..,..,..,..,13.7051763728045,..,..,..,13.2670385930236,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,13.8729291961878,..,..,..,..,14.0160200783822,..,..,..,13.4231345548134,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,13.7522343506903,..,..,..,..,13.8530941794795,..,..,..,13.3868179648364,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,52.3481009205485,..,..,..,..,48.6889908641636,..,..,..,44.1723893400778,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Low & middle income,LMY,..,..,..,..,..,27.2746159071095,..,..,..,..,23.7035539563245,..,..,..,21.1755936135756,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Low income,LIC,..,..,..,..,..,57.0665606392741,..,..,..,..,50.8036749522452,..,..,..,47.5395942977208,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Lower middle income,LMC,..,..,..,..,..,35.5804149723309,..,..,..,..,30.8697186834883,..,..,..,27.4461767376395,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Middle East & North Africa,MEA,..,..,..,..,..,14.495319810525,..,..,..,..,11.9749315781729,..,..,..,11.3777473939045,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,15.1703652038412,..,..,..,..,12.4021553612323,..,..,..,11.8243237468822,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,15.1703652038412,..,..,..,..,12.4021553612323,..,..,..,11.8243237468822,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Middle income,MIC,..,..,..,..,..,23.6887185402101,..,..,..,..,20.4801014216614,..,..,..,18.1968354087152,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,North America,NAC,..,..,..,..,..,5.65093007021762,..,..,..,..,5.64536217425658,..,..,..,5.25639382108827,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,OECD members,OED,..,..,..,..,..,6.78988221959177,..,..,..,..,7.04772838222275,..,..,..,6.72933549678217,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Other small states,OSS,..,..,..,..,..,40.9256151023005,..,..,..,..,36.6593304364741,..,..,..,34.6433312454864,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Pacific island small states,PSS,..,..,..,..,..,17.3432990735352,..,..,..,..,16.0617153304883,..,..,..,15.1089328635915,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Post-demographic dividend,PST,..,..,..,..,..,6.225800739776,..,..,..,..,6.62585451870021,..,..,..,6.31331731818636,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,62.4721338495869,..,..,..,..,57.9415944547399,..,..,..,54.7690772223581,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Small states,SST,..,..,..,..,..,34.9949583250948,..,..,..,..,31.2555827598186,..,..,..,29.2470357474146,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,South Asia,SAS,..,..,..,..,..,35.4042676119738,..,..,..,..,29.3384212777317,..,..,..,25.2786237230125,..
